Area,Main means of travel to education,Age group,Sex,Year,Value,Flags
"Rosehill","School bus","Total people - age group","Total people - sex","2018",393,
"Rosehill","Ferry","Total people - age group","Total people - sex","2018",0,
"Rosehill","Other","Total people - age group","Total people - sex","2018",42,
"Patumahoe","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Patumahoe","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",201,
"Patumahoe","School bus","Total people - age group","Total people - sex","2018",12,
"Patumahoe","Ferry","Total people - age group","Total people - sex","2018",0,
"Patumahoe","Other","Total people - age group","Total people - sex","2018",0,
"Papakura East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Papakura East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Papakura East","School bus","Total people - age group","Total people - sex","2018",0,
"Papakura East","Ferry","Total people - age group","Total people - sex","2018",0,
"Papakura East","Other","Total people - age group","Total people - sex","2018",0,
"Opaheke","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Opaheke","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",243,
"Opaheke","School bus","Total people - age group","Total people - sex","2018",24,
"Opaheke","Ferry","Total people - age group","Total people - sex","2018",0,
"Opaheke","Other","Total people - age group","Total people - sex","2018",3,
"Papakura Industrial","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Papakura Industrial","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",24,
"Papakura Industrial","School bus","Total people - age group","Total people - sex","2018",0,
"Papakura Industrial","Ferry","Total people - age group","Total people - sex","2018",0,
"Papakura Industrial","Other","Total people - age group","Total people - sex","2018",0,
"Red Hill","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Red Hill","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",21,
"Red Hill","School bus","Total people - age group","Total people - sex","2018",3,
"Red Hill","Ferry","Total people - age group","Total people - sex","2018",0,
"Red Hill","Other","Total people - age group","Total people - sex","2018",3,
"Drury","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Drury","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",303,
"Drury","School bus","Total people - age group","Total people - sex","2018",27,
"Drury","Ferry","Total people - age group","Total people - sex","2018",0,
"Drury","Other","Total people - age group","Total people - sex","2018",3,
"Tamakae","Drive a car, truck or van","Total people - age group","Total people - sex","2018",39,
"Tamakae","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",504,
"Tamakae","School bus","Total people - age group","Total people - sex","2018",117,
"Tamakae","Ferry","Total people - age group","Total people - sex","2018",0,
"Tamakae","Other","Total people - age group","Total people - sex","2018",6,
"Hamilton Estate","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Hamilton Estate","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",72,
"Hamilton Estate","School bus","Total people - age group","Total people - sex","2018",0,
"Hamilton Estate","Ferry","Total people - age group","Total people - sex","2018",0,
"Hamilton Estate","Other","Total people - age group","Total people - sex","2018",3,
"Drury Rural","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Drury Rural","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Drury Rural","School bus","Total people - age group","Total people - sex","2018",0,
"Drury Rural","Ferry","Total people - age group","Total people - sex","2018",0,
"Drury Rural","Other","Total people - age group","Total people - sex","2018",0,
"Waiuku Central","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Waiuku Central","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",51,
"Waiuku Central","School bus","Total people - age group","Total people - sex","2018",0,
"Waiuku Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Waiuku Central","Other","Total people - age group","Total people - sex","2018",3,
"Waiuku East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Waiuku East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",177,
"Waiuku East","School bus","Total people - age group","Total people - sex","2018",0,
"Waiuku East","Ferry","Total people - age group","Total people - sex","2018",0,
"Waiuku East","Other","Total people - age group","Total people - sex","2018",0,
"Kendallvale","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Kendallvale","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Kendallvale","School bus","Total people - age group","Total people - sex","2018",,c
"Kendallvale","Ferry","Total people - age group","Total people - sex","2018",,c
"Kendallvale","Other","Total people - age group","Total people - sex","2018",,c
"Puni","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Puni","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",186,
"Puni","School bus","Total people - age group","Total people - sex","2018",24,
"Puni","Ferry","Total people - age group","Total people - sex","2018",0,
"Puni","Other","Total people - age group","Total people - sex","2018",0,
"Ramarama","Drive a car, truck or van","Total people - age group","Total people - sex","2018",9,
"Ramarama","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",129,
"Ramarama","School bus","Total people - age group","Total people - sex","2018",24,
"Ramarama","Ferry","Total people - age group","Total people - sex","2018",0,
"Ramarama","Other","Total people - age group","Total people - sex","2018",21,
"Hunua","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Hunua","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",54,
"Hunua","School bus","Total people - age group","Total people - sex","2018",27,
"Hunua","Ferry","Total people - age group","Total people - sex","2018",0,
"Hunua","Other","Total people - age group","Total people - sex","2018",3,
"Pukekohe North West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Pukekohe North West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",255,
"Pukekohe North West","School bus","Total people - age group","Total people - sex","2018",9,
"Pukekohe North West","Ferry","Total people - age group","Total people - sex","2018",0,
"Pukekohe North West","Other","Total people - age group","Total people - sex","2018",6,
"Anselmi Ridge","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Anselmi Ridge","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",171,
"Anselmi Ridge","School bus","Total people - age group","Total people - sex","2018",39,
"Anselmi Ridge","Ferry","Total people - age group","Total people - sex","2018",0,
"Anselmi Ridge","Other","Total people - age group","Total people - sex","2018",6,
"Pukekohe West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Pukekohe West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",96,
"Pukekohe West","School bus","Total people - age group","Total people - sex","2018",3,
"Pukekohe West","Ferry","Total people - age group","Total people - sex","2018",0,
