Area,Main means of travel to work,Age group,Sex,Year,Value,Flags
"Bulls","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",27,
"Bulls","Public bus","Total people - age group","Total people - sex","2018",0,
"Bulls","Train","Total people - age group","Total people - sex","2018",3,
"Bulls","Bicycle","Total people - age group","Total people - sex","2018",21,
"Bulls","Walk or jog","Total people - age group","Total people - sex","2018",48,
"Bulls","Ferry","Total people - age group","Total people - sex","2018",0,
"Bulls","Other","Total people - age group","Total people - sex","2018",9,
"Kiwitea","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",870,
"Kiwitea","Work at home","Total people - age group","Total people - sex","2018",324,
"Kiwitea","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",396,
"Kiwitea","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",90,
"Kiwitea","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Kiwitea","Public bus","Total people - age group","Total people - sex","2018",0,
"Kiwitea","Train","Total people - age group","Total people - sex","2018",0,
"Kiwitea","Bicycle","Total people - age group","Total people - sex","2018",6,
"Kiwitea","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Kiwitea","Ferry","Total people - age group","Total people - sex","2018",0,
"Kiwitea","Other","Total people - age group","Total people - sex","2018",27,
"Tokorangi","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1206,
"Tokorangi","Work at home","Total people - age group","Total people - sex","2018",273,
"Tokorangi","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",702,
"Tokorangi","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",183,
"Tokorangi","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",27,
"Tokorangi","Public bus","Total people - age group","Total people - sex","2018",0,
"Tokorangi","Train","Total people - age group","Total people - sex","2018",0,
"Tokorangi","Bicycle","Total people - age group","Total people - sex","2018",3,
"Tokorangi","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Tokorangi","Ferry","Total people - age group","Total people - sex","2018",0,
"Tokorangi","Other","Total people - age group","Total people - sex","2018",9,
"Ohakea-Sanson","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",786,
"Ohakea-Sanson","Work at home","Total people - age group","Total people - sex","2018",117,
"Ohakea-Sanson","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",432,
"Ohakea-Sanson","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",90,
"Ohakea-Sanson","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9,
"Ohakea-Sanson","Public bus","Total people - age group","Total people - sex","2018",3,
"Ohakea-Sanson","Train","Total people - age group","Total people - sex","2018",3,
"Ohakea-Sanson","Bicycle","Total people - age group","Total people - sex","2018",36,
"Ohakea-Sanson","Walk or jog","Total people - age group","Total people - sex","2018",78,
"Ohakea-Sanson","Ferry","Total people - age group","Total people - sex","2018",0,
"Ohakea-Sanson","Other","Total people - age group","Total people - sex","2018",21,
"Oroua Downs","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",624,
"Oroua Downs","Work at home","Total people - age group","Total people - sex","2018",123,
"Oroua Downs","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",363,
"Oroua Downs","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",90,
"Oroua Downs","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Oroua Downs","Public bus","Total people - age group","Total people - sex","2018",3,
"Oroua Downs","Train","Total people - age group","Total people - sex","2018",0,
"Oroua Downs","Bicycle","Total people - age group","Total people - sex","2018",0,
"Oroua Downs","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Oroua Downs","Ferry","Total people - age group","Total people - sex","2018",3,
"Oroua Downs","Other","Total people - age group","Total people - sex","2018",21,
"Awahuri","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1158,
"Awahuri","Work at home","Total people - age group","Total people - sex","2018",234,
"Awahuri","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",693,
"Awahuri","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",147,
"Awahuri","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",30,
"Awahuri","Public bus","Total people - age group","Total people - sex","2018",0,
"Awahuri","Train","Total people - age group","Total people - sex","2018",6,
"Awahuri","Bicycle","Total people - age group","Total people - sex","2018",9,
"Awahuri","Walk or jog","Total people - age group","Total people - sex","2018",21,
"Awahuri","Ferry","Total people - age group","Total people - sex","2018",0,
"Awahuri","Other","Total people - age group","Total people - sex","2018",18,
"Pohangina-Apiti","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",714,
"Pohangina-Apiti","Work at home","Total people - age group","Total people - sex","2018",216,
"Pohangina-Apiti","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",384,
"Pohangina-Apiti","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",66,
"Pohangina-Apiti","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Pohangina-Apiti","Public bus","Total people - age group","Total people - sex","2018",0,
"Pohangina-Apiti","Train","Total people - age group","Total people - sex","2018",0,
"Pohangina-Apiti","Bicycle","Total people - age group","Total people - sex","2018",3,
"Pohangina-Apiti","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Pohangina-Apiti","Ferry","Total people - age group","Total people - sex","2018",0,
"Pohangina-Apiti","Other","Total people - age group","Total people - sex","2018",18,
"Mount Taylor","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",288,
"Mount Taylor","Work at home","Total people - age group","Total people - sex","2018",36,
"Mount Taylor","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",177,
"Mount Taylor","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",57,
"Mount Taylor","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",9,
"Mount Taylor","Public bus","Total people - age group","Total people - sex","2018",0,
"Mount Taylor","Train","Total people - age group","Total people - sex","2018",0,
"Mount Taylor","Bicycle","Total people - age group","Total people - sex","2018",0,
"Mount Taylor","Walk or jog","Total people - age group","Total people - sex","2018",0,
