Area,Ethnic group,Number of languages spoken,Age group,Sex,Year,Value,Flags
"Fernside","Pacific Peoples","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",6,
"Ashley-Sefton","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Ashley-Sefton","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2139,
"Ashley-Sefton","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",27,
"Ashley-Sefton","Pacific Peoples","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",21,
"West Eyreton","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"West Eyreton","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1464,
"West Eyreton","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",24,
"West Eyreton","Pacific Peoples","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",9,
"Eyrewell","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Eyrewell","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1806,
"Eyrewell","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",39,
"Eyrewell","Pacific Peoples","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",24,
"Clarkville","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1401,
"Clarkville","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Pegasus Bay","Pacific Peoples","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Pegasus Bay","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",12,
"Pegasus Bay","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1047,
"Pegasus Bay","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Kaiapoi North West","Pacific Peoples","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",81,
"Kaiapoi North West","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",24,
"Kaiapoi North West","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2085,
"Kaiapoi North West","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Silverstream (Waimakariri District)","Pacific Peoples","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",9,
"Silverstream (Waimakariri District)","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",12,
"Silverstream (Waimakariri District)","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",819,
"Silverstream (Waimakariri District)","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Sovereign Palms","Pacific Peoples","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",63,
"Sovereign Palms","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",48,
"Sovereign Palms","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3405,
"Sovereign Palms","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Kaiapoi West","Pacific Peoples","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Kaiapoi West","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",6,
"Kaiapoi West","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1257,
"Kaiapoi West","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Kaiapoi Central","Pacific Peoples","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",45,
